iter	Logloss
709	0.2125528216
710	0.2122130127
711	0.2118948975
712	0.211584089
713	0.2113199463
714	0.2110247977
715	0.2106827044
716	0.2103505511
717	0.2100438407
718	0.2097265625
719	0.2094423828
720	0.2092095773
721	0.2088832833
722	0.2086320452
723	0.2083277762
724	0.2080463693
725	0.2077228132
726	0.2074534912
727	0.2072015555
728	0.206911656
729	0.2065735212
730	0.2063415702
731	0.2060304653
732	0.2057754429
733	0.2054964076
734	0.2051768624
735	0.2048315604
736	0.204520316
737	0.2042747454
738	0.2039484166
739	0.2036060965
740	0.2033442557
741	0.2030380162
742	0.2028006941
743	0.2025438058
744	0.2022104492
745	0.2018955427
746	0.2016219482
747	0.201369594
748	0.2010846296
749	0.2007890625
750	0.2005002093
751	0.2002122977
752	0.1999652797
753	0.1997044155
754	0.1993808245
755	0.1990942034
756	0.1988082101
757	0.1984950474
758	0.1982662528
759	0.1979682443
760	0.197657802
761	0.1973946533
762	0.1970857108
763	0.1967919224
764	0.1965232282
765	0.1962671422
766	0.1960176479
767	0.1957240688
768	0.1954546596
769	0.1951558489
770	0.1948944964
771	0.1946043178
772	0.1943385184
773	0.1940933315
774	0.1937804304
775	0.1935660226
776	0.193297869
777	0.1929849679
778	0.192728132
779	0.1924279436
780	0.1921493269
781	0.1918930664
782	0.1916015102
783	0.1913119071
784	0.1910464565
785	0.1907499651
786	0.1904660993
787	0.1901852155
788	0.1899879499
789	0.1897555978
790	0.1895084403
791	0.1892624686
792	0.1890218506
793	0.1888215681
794	0.1885629883
795	0.1882839355
796	0.1880155029
797	0.1877197789
798	0.1874694999
799	0.1871869071
800	0.1869536307
801	0.1866851632
802	0.1864469169
803	0.1861829311
804	0.1859052386
805	0.185640625
806	0.1853919155
807	0.1851693638
808	0.1848639788
809	0.1846271275
810	0.184359375
811	0.1840954764
812	0.18385369
813	0.1836492746
814	0.1834142543
815	0.1831777518
816	0.1829022042
817	0.1826493443
818	0.1823994664
819	0.1821318534
820	0.1819150391
821	0.1816464669
822	0.1813985596
823	0.1811685617
824	0.1809559152
825	0.1807352121
826	0.1804892404
827	0.1802292306
828	0.1799958322
829	0.1796994629
830	0.179535383
831	0.1793239049
832	0.1791010045
833	0.1788526088
834	0.1786612026
835	0.1784473354
836	0.1781400844
837	0.1778834054
838	0.1776014753
839	0.177369036
840	0.177109375
841	0.1768567069
842	0.176635934
843	0.1764242292
844	0.1761944406
845	0.1759436733
846	0.1756712472
847	0.1754334891
848	0.1752145124
849	0.1749708252
850	0.174726981
851	0.1744983782
852	0.1742435652
853	0.174051845
854	0.1737949916
855	0.1735142473
856	0.1732690953
857	0.1730064174
858	0.1727779367
859	0.1725228097
860	0.1723026821
861	0.1720751081
862	0.1718883929
863	0.1716398926
864	0.1714143415
865	0.1712568011
866	0.1709898507
867	0.1707693569
868	0.1705384347
869	0.1703309326
870	0.1700858154
871	0.1698276716
872	0.169581107
873	0.1693329729
874	0.1691019113
875	0.1689277867
876	0.1686709682
877	0.1684618094
878	0.1682255336
879	0.1680442592
880	0.1678249337
881	0.167566755
882	0.1673864223
883	0.1671541748
884	0.1669937047
885	0.1667360491
886	0.1664605364
887	0.1661949637
888	0.1659815499
889	0.1656929408
890	0.1655057722
891	0.1652999442
892	0.1650868094
893	0.1648806501
894	0.1646504255
895	0.1643871198
896	0.1641377999
897	0.1638895438
898	0.1636702706
899	0.1634289028
900	0.1632408796
901	0.1630704171
902	0.1628451102
903	0.1626699219
904	0.1624138184
905	0.1621876744
906	0.1619269671
907	0.161708531
908	0.161519758
909	0.1613366699
910	0.1611180071
911	0.1608710937
912	0.1606458391
913	0.1604063372
914	0.1602088449
915	0.1599583915
916	0.159778268
917	0.1595448347
918	0.1593100586
919	0.1591075963
920	0.1588739362
921	0.1586777344
922	0.1585021449
923	0.1583428083
924	0.158118757
925	0.1578637347
926	0.1576270926
927	0.157383231
928	0.1571636091
929	0.1570052316
930	0.1567891148
931	0.1565899135
932	0.1563993269
933	0.1562547259
934	0.1560330985
935	0.1558130929
936	0.1556174491
937	0.1553964844
938	0.1551621268
939	0.1549184745
940	0.154688215
941	0.1544730748
942	0.1542975551
943	0.1541026786
944	0.1538584159
945	0.1536567732
946	0.153447161
947	0.153221453
948	0.1530109166
949	0.1528791155
950	0.1526807513
951	0.1524784633
952	0.1522819127
953	0.1521081194
954	0.1519193813
955	0.1517254116
956	0.1515233154
957	0.1512746582
958	0.1510623954
959	0.1508252999
960	0.1506633998
961	0.1505140904
962	0.1502991071
963	0.1500476074
964	0.1497890799
965	0.1495629883
966	0.1493781738
967	0.1491430315
968	0.1489430804
969	0.1487338518
970	0.1485283552
971	0.1483295201
972	0.1480935582
973	0.1478792725
974	0.1476586565
975	0.1474760742
976	0.1472778669
977	0.1470814383
978	0.1468954729
979	0.1466964634
980	0.1464715402
981	0.1462918527
982	0.1460676182
983	0.1458738926
984	0.1456535993
985	0.1454493234
986	0.1452599226
987	0.1450095389
988	0.144847447
989	0.1447259086
990	0.1445357492
991	0.1443568464
992	0.1441414533
993	0.1439308036
994	0.1438129708
995	0.1436287231
996	0.14348012
997	0.1432944859
998	0.1431600516
999	0.1430008981
1000	0.1428052804
1001	0.1426069685
1002	0.1424631173
1003	0.1422757307
1004	0.1421129848
1005	0.141939488
1006	0.1417209996
1007	0.1415776367
1008	0.1413963449
1009	0.1411787022
1010	0.1410054932
1011	0.1408443865
1012	0.1406466588
1013	0.1404286325
1014	0.1402250628
1015	0.1400626221
1016	0.1398776681
1017	0.1397131696
1018	0.1394907314
1019	0.1393228934
1020	0.1390838797
1021	0.138951695
1022	0.1387808838
1023	0.1386338588
1024	0.1384685059
1025	0.1382475063
1026	0.1380400391
1027	0.1378639788
1028	0.1376768014
1029	0.1375047869
1030	0.1372698539
1031	0.1370716291
1032	0.136894261
1033	0.1367244873
1034	0.1365439279
1035	0.1363576835
1036	0.1362113124
1037	0.1360550101
1038	0.1359038696
1039	0.1357423357
1040	0.1356066197
1041	0.1353872419
1042	0.1351936558
1043	0.1350883963
1044	0.1348883667
1045	0.1347135533
1046	0.1344905221
1047	0.134319118
1048	0.1340991124
1049	0.1339481027
1050	0.1337667759
1051	0.133606611
1052	0.1334605974
1053	0.1332960292
1054	0.1331015451
1055	0.1329092233
1056	0.1327023926
1057	0.1324959891
1058	0.13232244
1059	0.1321684396
1060	0.1319827794
1061	0.1318178362
1062	0.1316155134
1063	0.1314300537
1064	0.1312521537
1065	0.1311351754
1066	0.1309759609
1067	0.1308070853
1068	0.1305840018
1069	0.1304583653
1070	0.1303048444
1071	0.1301149205
1072	0.129964495
1073	0.129801627
1074	0.1296475394
1075	0.129499721
1076	0.1293475516
1077	0.1291556048
1078	0.1290450352
1079	0.1288511527
1080	0.1287096819
1081	0.1285304304
1082	0.1283593052
1083	0.1281485857
1084	0.1279681832
1085	0.1278111223
1086	0.1276412354
1087	0.1274698661
1088	0.1272993513
1089	0.1271430228
1090	0.1269743478
1091	0.1268128662
1092	0.1266231951
1093	0.1264489572
1094	0.1262716326
1095	0.1261293422
1096	0.1259876709
1097	0.1258397566
1098	0.125670166
1099	0.1254744524
1100	0.1253172607
1101	0.1251808472
1102	0.1249885515
1103	0.1247993164
1104	0.1246478271
1105	0.1244999913
1106	0.1243228062
1107	0.1241661813
1108	0.1239690203
1109	0.1238254482
1110	0.1236620832
1111	0.1234835031
1112	0.1232957415
1113	0.1231274588
1114	0.1229743652
1115	0.1228406285
1116	0.1226757813
1117	0.122483939
1118	0.1222931257
1119	0.1221124704
1120	0.1219465419
1121	0.1217900216
1122	0.1216157052
1123	0.1214556013
1124	0.121295105
1125	0.1211489694
1126	0.121010001
1127	0.1208904332
1128	0.1207544207
1129	0.1206044399
1130	0.1204286848
1131	0.1202886265
1132	0.1201549247
1133	0.1200066703
1134	0.1198752965
1135	0.1197182443
1136	0.1195857457
1137	0.119449864
1138	0.1193062744
1139	0.1191515067
1140	0.1190055542
1141	0.1188375767
1142	0.1186694598
1143	0.1184954485
1144	0.1183475255
1145	0.1182147914
1146	0.1180509905
1147	0.1178826207
1148	0.1177163696
1149	0.1176120257
1150	0.1174223458
1151	0.1172615444
1152	0.1171220878
1153	0.1169520874
1154	0.1168063616
1155	0.1166572353
1156	0.116482666
1157	0.1163639962
1158	0.1162358398
1159	0.1160882743
1160	0.115923427
1161	0.1157476632
1162	0.1155997838
1163	0.1154222586
1164	0.1152730364
1165	0.1151361607
1166	0.1149599261
1167	0.114801784
1168	0.11469887
1169	0.1145619943
1170	0.1144445103
1171	0.1142965524
1172	0.1141308419
1173	0.1139652448
1174	0.1138101807
1175	0.1136598947
1176	0.113518328
1177	0.1133447789
1178	0.1131939174
1179	0.1130604858
1180	0.112922433
1181	0.1127727051
1182	0.1126416539
1183	0.1124662388
1184	0.1123519897
1185	0.1121852591
1186	0.1120328631
1187	0.1118880092
1188	0.1117716239
1189	0.1116124616
1190	0.1114522269
1191	0.1112827672
1192	0.1111126011
1193	0.1109653495
1194	0.1108215158
1195	0.1106882324
1196	0.1105309099
1197	0.1104118652
1198	0.1102527727
1199	0.1101015102
1200	0.1099650443
1201	0.1098566982
1202	0.1097109549
1203	0.1095571812
1204	0.1093907819
1205	0.1092534005
1206	0.1091186
1207	0.1089787772
1208	0.1088696289
1209	0.1087460763
1210	0.1086363089
1211	0.1084936872
1212	0.1083403059
1213	0.1082014422
1214	0.1080445731
1215	0.1078933105
1216	0.1077689558
1217	0.1076325248
1218	0.1074820905
1219	0.107348162
1220	0.1071917637
1221	0.1070410418
1222	0.1068926392
1223	0.1067720163
1224	0.1066151646
1225	0.1064993373
1226	0.1063578578
1227	0.1062318115
1228	0.1060694929
1229	0.1059246652
1230	0.1057758092
1231	0.1056211112
1232	0.1054969657
1233	0.1053387713
1234	0.1051900722
1235	0.1050434919
1236	0.1049279088
1237	0.104806754
1238	0.1046375209
1239	0.1045161482
1240	0.1043793073
1241	0.1042762713
1242	0.1041551862
1243	0.1040534668
1244	0.1039076102
1245	0.103746861
1246	0.1036256278
1247	0.1035159912
1248	0.1034354074
1249	0.1032742484
1250	0.1031621966
1251	0.1030172642
1252	0.102891401
1253	0.1027316546
1254	0.1025894863
1255	0.1024929374
1256	0.1023800746
1257	0.1022322998
1258	0.102091762
1259	0.1019847761
1260	0.1018356759
1261	0.1017176688
1262	0.1015788749
1263	0.1014554618
1264	0.1013341675
1265	0.1012315238
1266	0.1010928258
1267	0.1009820731
1268	0.1008552595
1269	0.1007116525
1270	0.100581604
1271	0.1004497506
1272	0.1003317958
1273	0.1002070312
1274	0.1001029227
1275	0.1000137329
1276	0.09988221087
1277	0.09976225935
1278	0.09963239397
1279	0.09950070626
1280	0.09937072754
1281	0.09925078474
1282	0.09913643101
1283	0.09902505057
1284	0.09889032854
1285	0.09878701346
1286	0.09867838832
1287	0.09855606515
1288	0.0984649135
1289	0.09836481585
1290	0.09825003488
1291	0.09811954171
1292	0.09799736677
1293	0.09786385672
1294	0.09773337228
1295	0.09765102713
1296	0.09755469622
1297	0.09744655064
1298	0.09728930664
1299	0.09716113281
1300	0.09705711147
1301	0.0969591762
1302	0.09683626883
1303	0.09674382673
1304	0.09662735421
1305	0.09650470843
1306	0.09638247245
1307	0.09623443604
1308	0.09609136091
1309	0.095968253
1310	0.09586115374
1311	0.09575815255
1312	0.09565344238
1313	0.09553700474
1314	0.09545760672
1315	0.09534985352
1316	0.0952230399
1317	0.09508337402
1318	0.09495987374
1319	0.09482528251
1320	0.09471452985
1321	0.09460017613
1322	0.09450687081
1323	0.09439946638
1324	0.09426548549
1325	0.09417944336
1326	0.0940501709
1327	0.09393137905
1328	0.09380890765
1329	0.09370057896
1330	0.09355038888
1331	0.09343467494
1332	0.09330552455
1333	0.09318155343
1334	0.09306774902
1335	0.09292041016
1336	0.09278379604
1337	0.09267606027
1338	0.09257883126
1339	0.09244318499
1340	0.09232999093
1341	0.09225422886
1342	0.09212004743
1343	0.09201295689
1344	0.09190720912
1345	0.09180187116
1346	0.09169536482
1347	0.09157567487
1348	0.09144266183
1349	0.09134655762
1350	0.09120812988
1351	0.0911255406
1352	0.0909976981
1353	0.0908813215
1354	0.09074150739
1355	0.09063711112
1356	0.09053981236
1357	0.09043477958
1358	0.09033333043
1359	0.09022415597
1360	0.09012565395
1361	0.09002280971
1362	0.08992030552
1363	0.0898099714
1364	0.08969117955
1365	0.08956768799
1366	0.08946986607
1367	0.08935397775
1368	0.08924084473
1369	0.08913724191
1370	0.08900991385
1371	0.08888980539
1372	0.08878503418
1373	0.08868350656
1374	0.08856797573
1375	0.08843235561
1376	0.08831288365
1377	0.0882179391
1378	0.0881227417
1379	0.08801383754
1380	0.08788959612
1381	0.0878043736
1382	0.08769594901
1383	0.08758175223
1384	0.08748704311
1385	0.08737435477
1386	0.08727535575
1387	0.08718513707
1388	0.0870733817
1389	0.0869591326
1390	0.08682804653
1391	0.08670941162
1392	0.086606393
1393	0.0864738072
1394	0.08635862514
1395	0.08625953892
1396	0.08614608329
1397	0.08604261126
1398	0.08593594796
1399	0.0858289359
1400	0.08572422573
1401	0.08560217285
1402	0.08549952916
1403	0.08540800258
1404	0.08530451311
1405	0.08520214844
1406	0.08509086391
1407	0.08497806222
1408	0.08486101423
1409	0.08478478132
1410	0.0846771153
1411	0.08460940988
1412	0.08448800223
1413	0.08440032087
1414	0.0842877982
1415	0.08419016811
1416	0.08407771519
1417	0.08395989118
1418	0.08387843541
1419	0.08378077916
1420	0.08368185861
1421	0.0835824149
1422	0.08345767648
1423	0.08336322893
1424	0.08325454276
1425	0.08314806257
1426	0.08304195731
1427	0.08293214634
1428	0.08282734026
1429	0.08272527204
1430	0.08262003871
1431	0.08251635742
1432	0.08242533657
1433	0.08231736537
1434	0.08221485247
1435	0.08211763218
1436	0.08201705497
1437	0.08193096924
1438	0.0818629412
1439	0.08175197928
1440	0.08166220529
1441	0.08153441511
1442	0.08144667271
1443	0.08134052386
1444	0.08125457764
1445	0.08116927665
1446	0.0810652117
1447	0.08095968192
1448	0.08086150251
1449	0.08074285889
1450	0.08065289307
1451	0.08054813058
1452	0.08044018555
1453	0.08035154506
1454	0.08024172538
1455	0.08012394496
1456	0.08003312465
1457	0.07993042864
1458	0.07983173479
1459	0.07973301479
1460	0.07964807129
1461	0.07955603027
1462	0.07944619315
1463	0.07935105678
1464	0.07927331543
1465	0.07919307164
1466	0.07910939244
1467	0.07901518903
1468	0.07892014858
1469	0.07881012835
1470	0.07870819964
1471	0.07861640276
1472	0.07852421352
1473	0.07843964495
1474	0.07834712437
1475	0.07826763044
1476	0.07818434361
1477	0.07808947754
1478	0.07801116943
1479	0.07790764509
1480	0.07781087821
1481	0.0777094029
1482	0.07761729213
1483	0.07750348772
1484	0.0774099993
1485	0.07730934361
1486	0.07722834124
1487	0.07711106655
1488	0.07701119559
1489	0.07692360142
1490	0.07686143276
1491	0.07675556292
1492	0.07664147949
1493	0.07655366734
1494	0.07647494943
1495	0.07637493896
1496	0.07628117153
1497	0.07618802316
1498	0.07609670585
1499	0.07601207624
